seed,mode,scenario,requests,success_rate,user_facing_connect_failures,primary_connect_attempts,backup_selections,preemptive_failovers,warm_hits,recovery_probes_ok,recovery_probes_fail,background_prewarm_connects,physical_connects,mean_checkout_latency_sim_ms
13,predictive,evening-stable,80,1.0000,4,22,58,54,54,1,2,54,26,7.875
13,predictive,window-start,181,1.0000,0,0,181,181,181,0,0,181,0,0.000
13,predictive,reuse-off,1000,1.0000,9,991,9,0,0,0,0,0,1000,20.000
13,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
13,predictive,pattern-shift-h14,90,1.0000,2,3,87,85,85,2,1,84,5,1.278
13,predictive,pattern-shift-h15,90,1.0000,2,0,90,88,88,2,1,88,2,0.444
14,reactive,morning-healthy,100,1.0000,27,73,27,0,0,0,0,0,100,23.650
14,reactive,bad-window,100,1.0000,82,18,82,0,0,0,0,0,100,20.900
14,reactive,evening-stable,80,1.0000,7,73,7,0,0,0,0,0,80,24.563
14,reactive,window-start,181,0.9945,0,69,111,0,0,0,0,0,180,22.017
14,reactive,reuse-off,1000,1.0000,11,989,11,0,0,0,0,0,1000,20.000
14,reactive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
14,reactive,pattern-shift-h14,90,1.0000,22,68,22,0,0,0,0,0,90,23.778
14,reactive,pattern-shift-h15,90,0.9556,81,13,73,0,0,0,0,0,86,21.611
14,circuit_breaker,morning-healthy,100,1.0000,4,4,96,0,0,0,0,0,100,20.200
14,circuit_breaker,bad-window,100,0.9900,3,0,100,0,0,0,0,0,99,20.200
14,circuit_breaker,evening-stable,80,0.9875,5,3,77,0,0,0,0,0,79,20.438
14,circuit_breaker,window-start,181,0.9834,1,0,181,0,0,0,0,0,178,20.331
14,circuit_breaker,reuse-off,1000,1.0000,11,989,11,0,0,0,0,0,1000,20.000
14,circuit_breaker,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
14,circuit_breaker,pattern-shift-h14,90,0.9667,7,4,86,0,0,0,0,0,87,20.889
14,circuit_breaker,pattern-shift-h15,90,0.9667,5,0,90,0,0,0,0,0,87,20.667
14,predictive,morning-healthy,100,1.0000,3,35,65,62,62,1,2,61,38,9.350
14,predictive,bad-window,100,1.0000,1,0,100,99,99,0,4,99,1,0.200
14,predictive,evening-stable,80,1.0000,6,47,33,27,27,1,1,27,53,16.188
14,predictive,window-start,181,1.0000,0,0,181,181,181,0,0,181,0,0.000
14,predictive,reuse-off,1000,1.0000,11,988,12,1,0,0,0,0,1000,20.000
14,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
14,predictive,pattern-shift-h14,90,1.0000,3,6,84,81,81,2,1,80,9,2.333
14,predictive,pattern-shift-h15,90,1.0000,2,1,89,87,87,1,2,87,3,0.722
15,reactive,morning-healthy,100,1.0000,20,80,20,0,0,0,0,0,100,24.000
15,reactive,bad-window,100,1.0000,83,17,83,0,0,0,0,0,100,20.850
15,reactive,evening-stable,80,1.0000,16,64,16,0,0,0,0,0,80,24.000
15,reactive,window-start,181,0.9945,0,66,114,0,0,0,0,0,180,21.934
15,reactive,reuse-off,1000,0.9990,10,991,8,0,0,0,0,0,999,20.020
15,reactive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
15,reactive,pattern-shift-h14,90,1.0000,14,76,14,0,0,0,0,0,90,24.222
15,reactive,pattern-shift-h15,90,1.0000,76,14,76,0,0,0,0,0,90,20.778
15,circuit_breaker,morning-healthy,100,1.0000,5,5,95,0,0,0,0,0,100,20.250
15,circuit_breaker,bad-window,100,1.0000,2,0,100,0,0,0,0,0,100,20.000
15,circuit_breaker,evening-stable,80,0.9875,9,46,34,0,0,0,0,0,79,23.125
15,circuit_breaker,window-start,181,0.9945,0,0,181,0,0,0,0,0,180,20.110
15,circuit_breaker,reuse-off,1000,0.9990,10,991,9,0,0,0,0,0,999,20.020
15,circuit_breaker,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
15,circuit_breaker,pattern-shift-h14,90,1.0000,5,28,62,0,0,0,0,0,90,21.556
15,circuit_breaker,pattern-shift-h15,90,1.0000,2,0,90,0,0,0,0,0,90,20.000
15,predictive,morning-healthy,100,1.0000,3,12,88,85,85,1,2,84,15,3.600
15,predictive,bad-window,100,1.0000,0,0,100,100,100,1,3,99,0,0.000
15,predictive,evening-stable,80,1.0000,4,33,47,43,43,1,2,43,37,11.313
15,predictive,window-start,181,1.0000,0,0,181,181,181,0,0,181,0,0.000
15,predictive,reuse-off,1000,0.9990,10,991,8,0,0,1,0,8,999,20.020
15,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
15,predictive,pattern-shift-h14,90,1.0000,5,42,48,43,43,3,0,43,47,12.778
15,predictive,pattern-shift-h15,90,1.0000,2,0,90,88,88,0,3,87,2,0.456
16,reactive,morning-healthy,100,1.0000,20,80,20,0,0,0,0,0,100,24.000
16,reactive,bad-window,100,0.9800,79,23,75,0,0,0,0,0,98,21.550
16,reactive,evening-stable,80,1.0000,19,61,19,0,0,0,0,0,80,23.813
16,reactive,window-start,181,1.0000,0,67,114,0,0,0,0,0,181,21.851
16,reactive,reuse-off,1000,1.0000,13,987,13,0,0,0,0,0,1000,20.000
16,reactive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
16,reactive,pattern-shift-h14,90,1.0000,16,74,16,0,0,0,0,0,90,24.111
16,reactive,pattern-shift-h15,90,0.9667,80,13,74,0,0,0,0,0,87,21.389
16,circuit_breaker,morning-healthy,100,0.9800,6,1,99,0,0,0,0,0,98,20.450
16,circuit_breaker,bad-window,100,1.0000,2,0,100,0,0,0,0,0,100,20.000
16,circuit_breaker,evening-stable,80,1.0000,5,25,55,0,0,0,0,0,80,21.563
16,circuit_breaker,window-start,181,0.9945,1,0,181,0,0,0,0,0,180,20.110
16,circuit_breaker,reuse-off,1000,1.0000,13,987,13,0,0,0,0,0,1000,20.000
16,circuit_breaker,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
16,circuit_breaker,pattern-shift-h14,90,1.0000,5,36,54,0,0,0,0,0,90,22.000
16,circuit_breaker,pattern-shift-h15,90,0.9556,6,0,90,0,0,0,0,0,86,20.889
16,predictive,morning-healthy,100,1.0000,2,22,78,76,76,1,2,75,24,5.900
16,predictive,bad-window,100,1.0000,0,0,100,100,100,1,3,99,0,0.000
16,predictive,evening-stable,80,1.0000,2,5,75,73,73,1,2,73,7,2.063
16,predictive,window-start,181,1.0000,0,47,134,130,130,0,0,130,51,6.934
16,predictive,reuse-off,1000,1.0000,13,987,13,0,0,0,0,0,1000,20.000
16,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
16,predictive,pattern-shift-h14,90,1.0000,1,0,90,89,89,0,3,88,1,0.222
16,predictive,pattern-shift-h15,90,1.0000,1,0,90,89,89,1,2,89,1,0.222
17,reactive,morning-healthy,100,1.0000,17,83,17,0,0,0,0,0,100,24.150
17,reactive,bad-window,100,1.0000,83,17,83,0,0,0,0,0,100,20.850
17,reactive,evening-stable,80,1.0000,6,74,6,0,0,0,0,0,80,24.625
17,reactive,window-start,181,0.9945,0,68,112,0,0,0,0,0,180,21.989
17,reactive,reuse-off,1000,1.0000,10,990,10,0,0,0,0,0,1000,20.000
17,reactive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
17,reactive,pattern-shift-h14,90,1.0000,9,81,9,0,0,0,0,0,90,24.500
17,reactive,pattern-shift-h15,90,0.9778,78,14,74,0,0,0,0,0,88,21.222
17,circuit_breaker,morning-healthy,100,1.0000,5,12,88,0,0,0,0,0,100,20.600
17,circuit_breaker,bad-window,100,1.0000,2,0,100,0,0,0,0,0,100,20.000
17,circuit_breaker,evening-stable,80,0.9875,6,53,27,0,0,0,0,0,79,23.563
17,circuit_breaker,window-start,181,1.0000,0,0,181,0,0,0,0,0,181,20.000
17,circuit_breaker,reuse-off,1000,1.0000,10,990,10,0,0,0,0,0,1000,20.000
17,circuit_breaker,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
17,circuit_breaker,pattern-shift-h14,90,0.9889,6,53,37,0,0,0,0,0,89,23.167
17,circuit_breaker,pattern-shift-h15,90,0.9667,5,0,90,0,0,0,0,0,87,20.667
17,predictive,morning-healthy,100,1.0000,4,1,99,95,95,2,2,94,5,1.050
17,predictive,bad-window,100,1.0000,0,0,100,100,100,0,4,99,0,0.000
17,predictive,evening-stable,80,1.0000,3,33,47,44,44,1,2,44,36,11.063
17,predictive,window-start,181,1.0000,0,0,181,181,181,0,0,181,0,0.000
17,predictive,reuse-off,1000,1.0000,10,990,10,0,0,0,0,0,1000,20.000
17,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
17,predictive,pattern-shift-h14,90,1.0000,1,0,90,89,89,2,1,88,1,0.222
17,predictive,pattern-shift-h15,90,1.0000,2,1,89,87,87,0,3,87,3,0.722
18,reactive,morning-healthy,100,1.0000,20,80,20,0,0,0,0,0,100,24.000
18,reactive,bad-window,100,0.9800,88,14,84,0,0,0,0,0,98,21.100
18,reactive,evening-stable,80,1.0000,16,64,16,0,0,0,0,0,80,24.000
18,reactive,window-start,181,0.9945,1,72,108,0,0,0,0,0,180,22.099
18,reactive,reuse-off,1000,1.0000,10,990,10,0,0,0,0,0,1000,20.000
18,reactive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
18,reactive,pattern-shift-h14,90,1.0000,17,73,17,0,0,0,0,0,90,24.056
18,reactive,pattern-shift-h15,90,0.9889,74,17,72,0,0,0,0,0,89,21.167
18,circuit_breaker,morning-healthy,100,0.9900,6,3,97,0,0,0,0,0,99,20.350
18,circuit_breaker,bad-window,100,0.9800,4,0,100,0,0,0,0,0,98,20.400
18,circuit_breaker,evening-stable,80,1.0000,7,58,22,0,0,0,0,0,80,23.625
18,circuit_breaker,window-start,181,0.9890,0,0,181,0,0,0,0,0,179,20.221
18,circuit_breaker,reuse-off,1000,1.0000,10,990,10,0,0,0,0,0,1000,20.000
18,circuit_breaker,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
18,circuit_breaker,pattern-shift-h14,90,0.9889,5,5,85,0,0,0,0,0,89,20.500
18,circuit_breaker,pattern-shift-h15,90,1.0000,2,0,90,0,0,0,0,0,90,20.000
18,predictive,morning-healthy,100,1.0000,3,19,81,78,78,1,2,77,22,5.350
18,predictive,bad-window,100,1.0000,1,0,100,99,99,2,2,98,1,0.200
18,predictive,evening-stable,80,1.0000,2,1,79,77,77,1,2,77,3,0.813
18,predictive,window-start,181,1.0000,0,26,155,153,153,0,0,153,28,3.812
18,predictive,reuse-off,1000,1.0000,10,990,10,0,0,0,0,0,1000,20.000
18,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
18,predictive,pattern-shift-h14,90,1.0000,2,3,87,85,85,2,1,84,5,1.278
18,predictive,pattern-shift-h15,90,1.0000,0,0,90,90,90,0,3,90,0,0.000
19,reactive,morning-healthy,100,1.0000,19,81,19,0,0,0,0,0,100,24.050
19,reactive,bad-window,100,0.9900,86,15,84,0,0,0,0,0,99,20.950
19,reactive,evening-stable,80,1.0000,19,61,19,0,0,0,0,0,80,23.813
19,reactive,window-start,181,0.9890,1,68,111,0,0,0,0,0,179,22.099
19,reactive,reuse-off,1000,0.9990,13,988,11,0,0,0,0,0,999,20.020
19,reactive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
19,reactive,pattern-shift-h14,90,1.0000,13,77,13,0,0,0,0,0,90,24.278
19,reactive,pattern-shift-h15,90,0.9778,83,9,79,0,0,0,0,0,88,20.944
19,circuit_breaker,morning-healthy,100,0.9900,5,39,61,0,0,0,0,0,99,22.150
19,circuit_breaker,bad-window,100,1.0000,2,0,100,0,0,0,0,0,100,20.000
19,circuit_breaker,evening-stable,80,0.9750,7,20,60,0,0,0,0,0,78,21.750
19,circuit_breaker,window-start,181,0.9890,2,0,181,0,0,0,0,0,179,20.221
19,circuit_breaker,reuse-off,1000,0.9990,13,988,12,0,0,0,0,0,999,20.020
19,circuit_breaker,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
19,circuit_breaker,pattern-shift-h14,90,0.9778,6,5,85,0,0,0,0,0,88,20.722
19,circuit_breaker,pattern-shift-h15,90,1.0000,6,3,87,0,0,0,0,0,90,20.167
19,predictive,morning-healthy,100,1.0000,3,7,93,90,90,2,2,90,10,2.350
19,predictive,bad-window,100,1.0000,2,0,100,98,98,2,2,97,2,0.400
19,predictive,evening-stable,80,1.0000,4,42,38,34,34,0,2,34,46,14.125
19,predictive,window-start,181,1.0000,0,0,181,181,181,0,0,181,0,0.000
19,predictive,reuse-off,1000,0.9990,13,988,11,0,0,0,0,0,999,20.020
19,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
19,predictive,pattern-shift-h14,90,1.0000,1,0,90,89,89,0,3,88,1,0.222
19,predictive,pattern-shift-h15,90,1.0000,1,0,90,89,89,1,2,89,1,0.222
20,reactive,morning-healthy,100,0.9900,31,70,29,0,0,0,0,0,99,23.700
20,reactive,bad-window,100,1.0000,81,19,81,0,0,0,0,0,100,20.950
20,reactive,evening-stable,80,0.9875,16,65,14,0,0,0,0,0,79,24.313
20,reactive,window-start,181,1.0000,0,63,118,0,0,0,0,0,181,21.740
20,reactive,reuse-off,1000,1.0000,15,985,15,0,0,0,0,0,1000,20.000
20,reactive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
20,reactive,pattern-shift-h14,90,1.0000,26,64,26,0,0,0,0,0,90,23.556
20,reactive,pattern-shift-h15,90,1.0000,84,6,84,0,0,0,0,0,90,20.333
20,circuit_breaker,morning-healthy,100,0.9900,5,4,96,0,0,0,0,0,99,20.400
20,circuit_breaker,bad-window,100,0.9900,3,0,100,0,0,0,0,0,99,20.200
20,circuit_breaker,evening-stable,80,1.0000,4,3,77,0,0,0,0,0,80,20.188
20,circuit_breaker,window-start,181,0.9834,0,0,181,0,0,0,0,0,178,20.331
20,circuit_breaker,reuse-off,1000,1.0000,15,985,15,0,0,0,0,0,1000,20.000
20,circuit_breaker,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
20,circuit_breaker,pattern-shift-h14,90,1.0000,5,19,71,0,0,0,0,0,90,21.056
20,circuit_breaker,pattern-shift-h15,90,1.0000,2,0,90,0,0,0,0,0,90,20.000
20,predictive,morning-healthy,100,1.0000,3,4,96,93,93,1,3,92,7,1.600
20,predictive,bad-window,100,1.0000,2,0,100,98,98,1,3,98,2,0.400
20,predictive,evening-stable,80,1.0000,3,21,59,56,56,0,2,56,24,7.313
20,predictive,window-start,181,1.0000,0,0,181,181,181,0,0,181,0,0.000
20,predictive,reuse-off,1000,1.0000,16,984,16,0,0,1,0,8,1000,20.000
20,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
20,predictive,pattern-shift-h14,90,0.9889,4,15,74,72,72,2,1,72,17,5.500
20,predictive,pattern-shift-h15,90,1.0000,0,0,90,90,90,0,3,90,0,0.000
21,reactive,morning-healthy,100,1.0000,29,71,29,0,0,0,0,0,100,23.550
21,reactive,bad-window,100,0.9800,85,17,81,0,0,0,0,0,98,21.250
21,reactive,evening-stable,80,1.0000,21,59,21,0,0,0,0,0,80,23.688
21,reactive,window-start,181,1.0000,0,70,111,0,0,0,0,0,181,21.934
21,reactive,reuse-off,1000,1.0000,13,987,13,0,0,0,0,0,1000,20.000
21,reactive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
21,reactive,pattern-shift-h14,90,0.9889,20,71,18,0,0,0,0,0,89,24.167
21,reactive,pattern-shift-h15,90,1.0000,74,16,74,0,0,0,0,0,90,20.889
21,circuit_breaker,morning-healthy,100,0.9900,6,13,87,0,0,0,0,0,99,20.850
21,circuit_breaker,bad-window,100,0.9900,3,0,100,0,0,0,0,0,99,20.200
21,circuit_breaker,evening-stable,80,1.0000,4,5,75,0,0,0,0,0,80,20.313
21,circuit_breaker,window-start,181,0.9945,1,0,181,0,0,0,0,0,180,20.110
21,circuit_breaker,reuse-off,1000,1.0000,13,987,13,0,0,0,0,0,1000,20.000
21,circuit_breaker,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
21,circuit_breaker,pattern-shift-h14,90,0.9889,5,14,76,0,0,0,0,0,89,21.000
21,circuit_breaker,pattern-shift-h15,90,0.9778,4,0,90,0,0,0,0,0,88,20.444
21,predictive,morning-healthy,100,1.0000,3,32,68,65,65,1,2,64,35,8.600
21,predictive,bad-window,100,1.0000,2,0,100,98,98,1,3,98,2,0.400
21,predictive,evening-stable,80,1.0000,5,75,5,0,0,1,0,1,80,24.688
21,predictive,window-start,181,1.0000,0,20,161,159,159,0,0,158,22,2.983
21,predictive,reuse-off,1000,1.0000,13,987,13,0,0,0,0,0,1000,20.000
21,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
21,predictive,pattern-shift-h14,90,1.0000,3,21,69,66,66,1,2,65,24,6.500
21,predictive,pattern-shift-h15,90,1.0000,2,0,90,88,88,0,3,88,2,0.444
22,reactive,morning-healthy,100,1.0000,18,82,18,0,0,0,0,0,100,24.100
22,reactive,bad-window,100,1.0000,84,16,84,0,0,0,0,0,100,20.800
22,reactive,evening-stable,80,1.0000,8,72,8,0,0,0,0,0,80,24.500
22,reactive,window-start,181,1.0000,0,76,105,0,0,0,0,0,181,22.099
22,reactive,reuse-off,1000,1.0000,9,991,9,0,0,0,0,0,1000,20.000
22,reactive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
22,reactive,pattern-shift-h14,90,1.0000,19,71,19,0,0,0,0,0,90,23.944
22,reactive,pattern-shift-h15,90,0.9889,79,12,77,0,0,0,0,0,89,20.889
22,circuit_breaker,morning-healthy,100,1.0000,4,3,97,0,0,0,0,0,100,20.150
22,circuit_breaker,bad-window,100,1.0000,2,0,100,0,0,0,0,0,100,20.000
22,circuit_breaker,evening-stable,80,1.0000,3,18,62,0,0,0,0,0,80,21.125
22,circuit_breaker,window-start,181,0.9834,1,0,181,0,0,0,0,0,178,20.331
22,circuit_breaker,reuse-off,1000,1.0000,9,991,9,0,0,0,0,0,1000,20.000
22,circuit_breaker,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
22,circuit_breaker,pattern-shift-h14,90,0.9889,5,1,89,0,0,0,0,0,89,20.278
22,circuit_breaker,pattern-shift-h15,90,1.0000,6,3,87,0,0,0,0,0,90,20.167
22,predictive,morning-healthy,100,1.0000,4,24,76,72,72,2,2,71,28,6.800
22,predictive,bad-window,100,1.0000,0,0,100,100,100,1,3,99,0,0.000
22,predictive,evening-stable,80,1.0000,2,1,79,77,77,1,2,77,3,0.813
22,predictive,window-start,181,1.0000,0,6,175,173,173,0,0,173,8,1.050
22,predictive,reuse-off,1000,1.0000,9,991,9,0,0,0,0,0,1000,20.000
22,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
22,predictive,pattern-shift-h14,90,1.0000,4,27,63,59,59,2,1,58,31,8.389
22,predictive,pattern-shift-h15,90,1.0000,0,0,90,90,90,0,3,90,0,0.000
23,reactive,morning-healthy,100,1.0000,8,92,8,0,0,0,0,0,100,24.600
23,reactive,bad-window,100,0.9700,86,17,80,0,0,0,0,0,97,21.450
23,reactive,evening-stable,80,1.0000,22,58,22,0,0,0,0,0,80,23.625
23,reactive,window-start,181,1.0000,0,72,109,0,0,0,0,0,181,21.989
23,reactive,reuse-off,1000,0.9990,10,991,8,0,0,0,0,0,999,20.020
23,reactive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
23,reactive,pattern-shift-h14,90,1.0000,5,85,5,0,0,0,0,0,90,24.722
23,reactive,pattern-shift-h15,90,0.9889,76,15,74,0,0,0,0,0,89,21.056
23,circuit_breaker,morning-healthy,100,0.9700,6,0,100,0,0,0,0,0,97,20.600
23,circuit_breaker,bad-window,100,1.0000,2,0,100,0,0,0,0,0,100,20.000
23,circuit_breaker,evening-stable,80,1.0000,3,77,3,0,0,0,0,0,80,24.813
23,circuit_breaker,window-start,181,1.0000,0,36,145,0,0,0,0,0,181,20.994
23,circuit_breaker,reuse-off,1000,0.9990,10,991,9,0,0,0,0,0,999,20.020
23,circuit_breaker,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
23,circuit_breaker,pattern-shift-h14,90,1.0000,5,85,5,0,0,0,0,0,90,24.722
23,circuit_breaker,pattern-shift-h15,90,0.9889,5,0,90,0,0,0,0,0,89,20.222
23,predictive,morning-healthy,100,1.0000,3,10,90,87,87,1,2,86,13,3.100
23,predictive,bad-window,100,1.0000,0,0,100,100,100,2,2,99,0,0.000
23,predictive,evening-stable,80,1.0000,3,15,65,62,62,1,2,62,18,5.438
23,predictive,window-start,181,1.0000,0,11,170,168,168,0,0,168,13,1.740
23,predictive,reuse-off,1000,0.9990,10,991,8,0,0,0,0,0,999,20.020
23,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
23,predictive,pattern-shift-h14,90,1.0000,3,9,81,78,78,2,1,77,12,3.167
23,predictive,pattern-shift-h15,90,1.0000,0,0,90,90,90,0,3,90,0,0.000
24,reactive,morning-healthy,100,0.9900,21,80,19,0,0,0,0,0,99,24.200
24,reactive,bad-window,100,0.9800,92,10,88,0,0,0,0,0,98,20.900
24,reactive,evening-stable,80,1.0000,11,69,11,0,0,0,0,0,80,24.313
24,reactive,window-start,181,0.9945,0,70,110,0,0,0,0,0,180,22.044
24,reactive,reuse-off,1000,1.0000,5,995,5,0,0,0,0,0,1000,20.000
24,reactive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
24,reactive,pattern-shift-h14,90,1.0000,9,81,9,0,0,0,0,0,90,24.500
24,reactive,pattern-shift-h15,90,0.9889,78,13,76,0,0,0,0,0,89,20.944
24,circuit_breaker,morning-healthy,100,0.9900,6,25,75,0,0,0,0,0,99,21.450
24,circuit_breaker,bad-window,100,0.9800,4,0,100,0,0,0,0,0,98,20.400
24,circuit_breaker,evening-stable,80,0.9875,6,13,67,0,0,0,0,0,79,21.063
24,circuit_breaker,window-start,181,0.9834,1,0,181,0,0,0,0,0,178,20.331
24,circuit_breaker,reuse-off,1000,1.0000,5,995,5,0,0,0,0,0,1000,20.000
24,circuit_breaker,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
24,circuit_breaker,pattern-shift-h14,90,1.0000,8,79,11,0,0,0,0,0,90,24.389
24,circuit_breaker,pattern-shift-h15,90,0.9778,4,0,90,0,0,0,0,0,88,20.444
24,predictive,morning-healthy,100,1.0000,5,49,51,46,46,0,2,45,54,13.250
24,predictive,bad-window,100,1.0000,1,0,100,99,99,0,4,98,1,0.200
24,predictive,evening-stable,80,1.0000,4,44,36,32,32,1,2,32,48,14.750
24,predictive,window-start,181,1.0000,0,0,181,181,181,0,0,181,0,0.000
24,predictive,reuse-off,1000,1.0000,5,995,5,0,0,0,0,0,1000,20.000
24,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
24,predictive,pattern-shift-h14,90,1.0000,3,29,61,58,58,0,2,57,32,8.722
24,predictive,pattern-shift-h15,90,1.0000,0,0,90,90,90,0,3,90,0,0.011
25,reactive,morning-healthy,100,1.0000,29,71,29,0,0,0,0,0,100,23.550
25,reactive,bad-window,100,0.9900,87,14,85,0,0,0,0,0,99,20.900
25,reactive,evening-stable,80,1.0000,13,67,13,0,0,0,0,0,80,24.188
25,reactive,window-start,181,0.9945,1,78,102,0,0,0,0,0,180,22.265
25,reactive,reuse-off,1000,1.0000,10,990,10,0,0,0,0,0,1000,20.000
25,reactive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
25,reactive,pattern-shift-h14,90,1.0000,17,73,17,0,0,0,0,0,90,24.056
25,reactive,pattern-shift-h15,90,1.0000,77,13,77,0,0,0,0,0,90,20.722
25,circuit_breaker,morning-healthy,100,1.0000,5,8,92,0,0,0,0,0,100,20.400
25,circuit_breaker,bad-window,100,0.9800,4,0,100,0,0,0,0,0,98,20.400
25,circuit_breaker,evening-stable,80,1.0000,5,31,49,0,0,0,0,0,80,21.938
25,circuit_breaker,window-start,181,0.9779,1,0,181,0,0,0,0,0,177,20.442
25,circuit_breaker,reuse-off,1000,1.0000,10,990,10,0,0,0,0,0,1000,20.000
25,circuit_breaker,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
25,circuit_breaker,pattern-shift-h14,90,1.0000,4,9,81,0,0,0,0,0,90,20.500
25,circuit_breaker,pattern-shift-h15,90,0.9889,5,1,89,0,0,0,0,0,89,20.278
25,predictive,morning-healthy,100,1.0000,3,18,82,79,79,1,2,78,21,5.100
25,predictive,bad-window,100,1.0000,1,0,100,99,99,0,4,98,1,0.200
25,predictive,evening-stable,80,1.0000,2,17,63,61,61,1,2,61,19,5.813
25,predictive,window-start,181,1.0000,0,0,181,181,181,0,0,181,0,0.000
25,predictive,reuse-off,1000,1.0000,10,990,10,0,0,0,0,0,1000,20.000
25,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
25,predictive,pattern-shift-h14,90,1.0000,2,11,79,77,77,2,1,76,13,3.500
25,predictive,pattern-shift-h15,90,1.0000,2,1,89,87,87,1,2,87,3,0.722
26,reactive,morning-healthy,100,1.0000,29,71,29,0,0,0,0,0,100,23.550
26,reactive,bad-window,100,0.9900,84,17,82,0,0,0,0,0,99,21.050
26,reactive,evening-stable,80,1.0000,16,64,16,0,0,0,0,0,80,24.000
26,reactive,window-start,181,0.9834,2,64,114,0,0,0,0,0,178,22.099
26,reactive,reuse-off,1000,1.0000,13,987,13,0,0,0,0,0,1000,20.000
26,reactive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
26,reactive,pattern-shift-h14,90,1.0000,11,79,11,0,0,0,0,0,90,24.389
26,reactive,pattern-shift-h15,90,1.0000,76,14,76,0,0,0,0,0,90,20.778
26,circuit_breaker,morning-healthy,100,0.9900,5,3,97,0,0,0,0,0,99,20.350
26,circuit_breaker,bad-window,100,0.9800,4,0,100,0,0,0,0,0,98,20.400
26,circuit_breaker,evening-stable,80,0.9875,5,17,63,0,0,0,0,0,79,21.313
26,circuit_breaker,window-start,181,0.9945,1,0,181,0,0,0,0,0,180,20.110
26,circuit_breaker,reuse-off,1000,1.0000,13,987,13,0,0,0,0,0,1000,20.000
26,circuit_breaker,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
26,circuit_breaker,pattern-shift-h14,90,1.0000,6,43,47,0,0,0,0,0,90,22.389
26,circuit_breaker,pattern-shift-h15,90,1.0000,2,0,90,0,0,0,0,0,90,20.000
26,predictive,morning-healthy,100,1.0000,3,35,65,62,62,1,2,61,38,9.350
26,predictive,bad-window,100,1.0000,1,0,100,99,99,1,3,99,1,0.200
26,predictive,evening-stable,80,1.0000,3,31,49,46,46,0,2,46,34,10.438
26,predictive,window-start,181,1.0000,0,0,181,181,181,0,0,181,0,0.000
26,predictive,reuse-off,1000,1.0000,13,987,13,0,0,0,0,0,1000,20.000
26,predictive,reuse-on,1000,1.0000,0,1,0,0,0,0,0,0,1,20.000
26,predictive,pattern-shift-h14,90,1.0000,0,0,90,90,90,1,2,89,0,0.000
26,predictive,pattern-shift-h15,90,1.0000,1,0,90,89,89,0,3,89,1,0.222
27,reactive,morning-healthy,100,1.0000,20,80,20,0,0,0,0,0,100,24.000
27,reactive,bad-window,100,0.9900,86,15,84,0,0,0,0,0,99,20.950
